"Spieltag","Spiel","Paarung","Heim","Ausw","Erg","Tipp","Tipper","Pkt","Pkt_","HeimTore","AuswTore","TorDiff","TorDiff_abs","HeimTipp","AuswTipp","TippDiff","TippDiff_abs"
"8","2","Hertha BSC - Hamburger SV","Hertha BSC","Hamburger SV","3:0","1:2","Chris",0,0,3,0,3,3,1,2,-1,1
"8","2","Hertha BSC - Hamburger SV","Hertha BSC","Hamburger SV","3:0","1:1","Kryztianov",0,0,3,0,3,3,1,1,0,0
"8","2","Hertha BSC - Hamburger SV","Hertha BSC","Hamburger SV","3:0","1:2","Schmonkey",0,0,3,0,3,3,1,2,-1,1
"8","2","Hertha BSC - Hamburger SV","Hertha BSC","Hamburger SV","3:0","1:1","AJ",0,0,3,0,3,3,1,1,0,0
"8","2","Hertha BSC - Hamburger SV","Hertha BSC","Hamburger SV","3:0","2:1","phil4delphia",2,2,3,0,3,3,2,1,1,1
"8","2","Hertha BSC - Hamburger SV","Hertha BSC","Hamburger SV","3:0","1:1","BastiS.",0,0,3,0,3,3,1,1,0,0
"9","2","Hamburger SV - Bayer 04 Leverkusen","Hamburger SV","Bayer 04 Leverkusen","0:0","0:2","GesuSan",0,0,0,0,0,0,0,2,-2,2
"9","2","Hamburger SV - Bayer 04 Leverkusen","Hamburger SV","Bayer 04 Leverkusen","0:0","1:2","Marc",0,0,0,0,0,0,1,2,-1,1
"9","2","Hamburger SV - Bayer 04 Leverkusen","Hamburger SV","Bayer 04 Leverkusen","0:0","1:2","Chris",0,0,0,0,0,0,1,2,-1,1
"9","2","Hamburger SV - Bayer 04 Leverkusen","Hamburger SV","Bayer 04 Leverkusen","0:0","2:1","Schmonkey",0,0,0,0,0,0,2,1,1,1
"9","2","Hamburger SV - Bayer 04 Leverkusen","Hamburger SV","Bayer 04 Leverkusen","0:0","1:2","Kryztianov",0,0,0,0,0,0,1,2,-1,1
"9","2","Hamburger SV - Bayer 04 Leverkusen","Hamburger SV","Bayer 04 Leverkusen","0:0","1:2","AJ",0,0,0,0,0,0,1,2,-1,1
"9","2","Hamburger SV - Bayer 04 Leverkusen","Hamburger SV","Bayer 04 Leverkusen","0:0","0:2","phil4delphia",0,0,0,0,0,0,0,2,-2,2
"9","2","Hamburger SV - Bayer 04 Leverkusen","Hamburger SV","Bayer 04 Leverkusen","0:0","1:2","BastiS.",0,0,0,0,0,0,1,2,-1,1
"10","2","FSV Mainz 05 - Werder Bremen","FSV Mainz 05","Werder Bremen","1:3","1:0","GesuSan",0,0,1,3,-2,2,1,0,1,1
"10","2","FSV Mainz 05 - Werder Bremen","FSV Mainz 05","Werder Bremen","1:3","1:2","Chris",2,2,1,3,-2,2,1,2,-1,1
"10","2","FSV Mainz 05 - Werder Bremen","FSV Mainz 05","Werder Bremen","1:3","1:2","Marc",2,2,1,3,-2,2,1,2,-1,1
"10","2","FSV Mainz 05 - Werder Bremen","FSV Mainz 05","Werder Bremen","1:3","3:0","Schmonkey",0,0,1,3,-2,2,3,0,3,3
"10","2","FSV Mainz 05 - Werder Bremen","FSV Mainz 05","Werder Bremen","1:3","2:1","Kryztianov",0,0,1,3,-2,2,2,1,1,1
"10","2","FSV Mainz 05 - Werder Bremen","FSV Mainz 05","Werder Bremen","1:3","2:1","AJ",0,0,1,3,-2,2,2,1,1,1
"10","2","FSV Mainz 05 - Werder Bremen","FSV Mainz 05","Werder Bremen","1:3","2:2","BastiS.",0,0,1,3,-2,2,2,2,0,0
"10","2","FSV Mainz 05 - Werder Bremen","FSV Mainz 05","Werder Bremen","1:3","2:0","phil4delphia",0,0,1,3,-2,2,2,0,2,2
"11","2","Hertha BSC - Bor. Mönchengladbach","Hertha BSC","Bor. Mönchengladbach","1:4","1:2","GesuSan",2,2,1,4,-3,3,1,2,-1,1
"11","2","Hertha BSC - Bor. Mönchengladbach","Hertha BSC","Bor. Mönchengladbach","1:4","0:1","Marc",2,2,1,4,-3,3,0,1,-1,1
"11","2","Hertha BSC - Bor. Mönchengladbach","Hertha BSC","Bor. Mönchengladbach","1:4","1:2","Schmonkey",2,2,1,4,-3,3,1,2,-1,1
"11","2","Hertha BSC - Bor. Mönchengladbach","Hertha BSC","Bor. Mönchengladbach","1:4","1:2","Chris",2,2,1,4,-3,3,1,2,-1,1
"11","2","Hertha BSC - Bor. Mönchengladbach","Hertha BSC","Bor. Mönchengladbach","1:4","1:1","Kryztianov",0,0,1,4,-3,3,1,1,0,0
"11","2","Hertha BSC - Bor. Mönchengladbach","Hertha BSC","Bor. Mönchengladbach","1:4","1:2","AJ",2,2,1,4,-3,3,1,2,-1,1
"11","2","Hertha BSC - Bor. Mönchengladbach","Hertha BSC","Bor. Mönchengladbach","1:4","1:2","phil4delphia",2,2,1,4,-3,3,1,2,-1,1
"11","2","Hertha BSC - Bor. Mönchengladbach","Hertha BSC","Bor. Mönchengladbach","1:4","0:3","BastiS.",3,3,1,4,-3,3,0,3,-3,3
"12","2","FSV Mainz 05 - VfL Wolfsburg","FSV Mainz 05","VfL Wolfsburg","2:0","1:2","GesuSan",0,0,2,0,2,2,1,2,-1,1
"12","2","FSV Mainz 05 - VfL Wolfsburg","FSV Mainz 05","VfL Wolfsburg","2:0","0:2","Marc",0,0,2,0,2,2,0,2,-2,2
"12","2","FSV Mainz 05 - VfL Wolfsburg","FSV Mainz 05","VfL Wolfsburg","2:0","2:1","Schmonkey",2,2,2,0,2,2,2,1,1,1
"12","2","FSV Mainz 05 - VfL Wolfsburg","FSV Mainz 05","VfL Wolfsburg","2:0","1:2","Chris",0,0,2,0,2,2,1,2,-1,1
"12","2","FSV Mainz 05 - VfL Wolfsburg","FSV Mainz 05","VfL Wolfsburg","2:0","1:1","Kryztianov",0,0,2,0,2,2,1,1,0,0
"12","2","FSV Mainz 05 - VfL Wolfsburg","FSV Mainz 05","VfL Wolfsburg","2:0","1:2","AJ",0,0,2,0,2,2,1,2,-1,1
"12","2","FSV Mainz 05 - VfL Wolfsburg","FSV Mainz 05","VfL Wolfsburg","2:0","0:2","phil4delphia",0,0,2,0,2,2,0,2,-2,2
"12","2","FSV Mainz 05 - VfL Wolfsburg","FSV Mainz 05","VfL Wolfsburg","2:0","0:2","BastiS.",0,0,2,0,2,2,0,2,-2,2
"13","2","1. FC Köln - FSV Mainz 05","1. FC Köln","FSV Mainz 05","0:0","2:1","GesuSan",0,0,0,0,0,0,2,1,1,1
"13","2","1. FC Köln - FSV Mainz 05","1. FC Köln","FSV Mainz 05","0:0","1:2","Schmonkey",0,0,0,0,0,0,1,2,-1,1
"13","2","1. FC Köln - FSV Mainz 05","1. FC Köln","FSV Mainz 05","0:0","2:1","Marc",0,0,0,0,0,0,2,1,1,1
"13","2","1. FC Köln - FSV Mainz 05","1. FC Köln","FSV Mainz 05","0:0","1:1","Chris",2,2,0,0,0,0,1,1,0,0
"13","2","1. FC Köln - FSV Mainz 05","1. FC Köln","FSV Mainz 05","0:0","2:1","Kryztianov",0,0,0,0,0,0,2,1,1,1
"13","2","1. FC Köln - FSV Mainz 05","1. FC Köln","FSV Mainz 05","0:0","1:1","AJ",2,2,0,0,0,0,1,1,0,0
"13","2","1. FC Köln - FSV Mainz 05","1. FC Köln","FSV Mainz 05","0:0","1:0","phil4delphia",0,0,0,0,0,0,1,0,1,1
"13","2","1. FC Köln - FSV Mainz 05","1. FC Köln","FSV Mainz 05","0:0","2:1","BastiS.",0,0,0,0,0,0,2,1,1,1
"14","2","FC Bayern München - Hertha BSC","FC Bayern München","Hertha BSC","2:0","5:0","GesuSan",2,2,2,0,2,2,5,0,5,5
"14","2","FC Bayern München - Hertha BSC","FC Bayern München","Hertha BSC","2:0","5:0","Schmonkey",2,2,2,0,2,2,5,0,5,5
"14","2","FC Bayern München - Hertha BSC","FC Bayern München","Hertha BSC","2:0","3:0","Marc",2,2,2,0,2,2,3,0,3,3
"14","2","FC Bayern München - Hertha BSC","FC Bayern München","Hertha BSC","2:0","3:0","Chris",2,2,2,0,2,2,3,0,3,3
"14","2","FC Bayern München - Hertha BSC","FC Bayern München","Hertha BSC","2:0","4:0","phil4delphia",2,2,2,0,2,2,4,0,4,4
"14","2","FC Bayern München - Hertha BSC","FC Bayern München","Hertha BSC","2:0","3:0","Kryztianov",2,2,2,0,2,2,3,0,3,3
"14","2","FC Bayern München - Hertha BSC","FC Bayern München","Hertha BSC","2:0","4:1","AJ",2,2,2,0,2,2,4,1,3,3
"14","2","FC Bayern München - Hertha BSC","FC Bayern München","Hertha BSC","2:0","4:0","BastiS.",2,2,2,0,2,2,4,0,4,4
"15","2","Hertha BSC - Bayer 04 Leverkusen","Hertha BSC","Bayer 04 Leverkusen","2:1","1:2","GesuSan",0,0,2,1,1,1,1,2,-1,1
"15","2","Hertha BSC - Bayer 04 Leverkusen","Hertha BSC","Bayer 04 Leverkusen","2:1","0:2","Schmonkey",0,0,2,1,1,1,0,2,-2,2
"15","2","Hertha BSC - Bayer 04 Leverkusen","Hertha BSC","Bayer 04 Leverkusen","2:1","1:1","Marc",0,0,2,1,1,1,1,1,0,0
"15","2","Hertha BSC - Bayer 04 Leverkusen","Hertha BSC","Bayer 04 Leverkusen","2:1","1:2","Chris",0,0,2,1,1,1,1,2,-1,1
"15","2","Hertha BSC - Bayer 04 Leverkusen","Hertha BSC","Bayer 04 Leverkusen","2:1","1:1","Kryztianov",0,0,2,1,1,1,1,1,0,0
"15","2","Hertha BSC - Bayer 04 Leverkusen","Hertha BSC","Bayer 04 Leverkusen","2:1","1:0","phil4delphia",3,3,2,1,1,1,1,0,1,1
"15","2","Hertha BSC - Bayer 04 Leverkusen","Hertha BSC","Bayer 04 Leverkusen","2:1","1:2","AJ",0,0,2,1,1,1,1,2,-1,1
"15","2","Hertha BSC - Bayer 04 Leverkusen","Hertha BSC","Bayer 04 Leverkusen","2:1","1:3","BastiS.",0,0,2,1,1,1,1,3,-2,2
"1","3","FSV Mainz 05 - FC Ingolstadt","FSV Mainz 05","FC Ingolstadt","0:1","1:1","GesuSan",0,0,0,1,-1,1,1,1,0,0
"1","3","FSV Mainz 05 - FC Ingolstadt","FSV Mainz 05","FC Ingolstadt","0:1","2:0","Marc",0,0,0,1,-1,1,2,0,2,2
"1","3","FSV Mainz 05 - FC Ingolstadt","FSV Mainz 05","FC Ingolstadt","0:1","2:0","AJ",0,0,0,1,-1,1,2,0,2,2
"1","3","FSV Mainz 05 - FC Ingolstadt","FSV Mainz 05","FC Ingolstadt","0:1","2:0","BastiS.",0,0,0,1,-1,1,2,0,2,2
"1","3","FSV Mainz 05 - FC Ingolstadt","FSV Mainz 05","FC Ingolstadt","0:1","1:0","Kryztianov",0,0,0,1,-1,1,1,0,1,1
"1","3","FSV Mainz 05 - FC Ingolstadt","FSV Mainz 05","FC Ingolstadt","0:1","2:1","phil4delphia",0,0,0,1,-1,1,2,1,1,1
"1","3","FSV Mainz 05 - FC Ingolstadt","FSV Mainz 05","FC Ingolstadt","0:1","1:0","Chris",0,0,0,1,-1,1,1,0,1,1
"1","3","FSV Mainz 05 - FC Ingolstadt","FSV Mainz 05","FC Ingolstadt","0:1","2:1","Schmonkey",0,0,0,1,-1,1,2,1,1,1
"2","3","1. FC Köln - VfL Wolfsburg","1. FC Köln","VfL Wolfsburg","1:1","0:1","Marc",0,0,1,1,0,0,0,1,-1,1
"2","3","1. FC Köln - VfL Wolfsburg","1. FC Köln","VfL Wolfsburg","1:1","1:2","GesuSan",0,0,1,1,0,0,1,2,-1,1
"2","3","1. FC Köln - VfL Wolfsburg","1. FC Köln","VfL Wolfsburg","1:1","1:2","Kryztianov",0,0,1,1,0,0,1,2,-1,1
"2","3","1. FC Köln - VfL Wolfsburg","1. FC Köln","VfL Wolfsburg","1:1","1:2","AJ",0,0,1,1,0,0,1,2,-1,1
"2","3","1. FC Köln - VfL Wolfsburg","1. FC Köln","VfL Wolfsburg","1:1","0:3","BastiS.",0,0,1,1,0,0,0,3,-3,3
"2","3","1. FC Köln - VfL Wolfsburg","1. FC Köln","VfL Wolfsburg","1:1","1:3","Chris",0,0,1,1,0,0,1,3,-2,2
"2","3","1. FC Köln - VfL Wolfsburg","1. FC Köln","VfL Wolfsburg","1:1","1:1","phil4delphia",4,4,1,1,0,0,1,1,0,0
"2","3","1. FC Köln - VfL Wolfsburg","1. FC Köln","VfL Wolfsburg","1:1","2:2","Schmonkey",2,2,1,1,0,0,2,2,0,0
"3","3","FC Augsburg - FC Ingolstadt","FC Augsburg","FC Ingolstadt","0:1","2:1","Marc",0,0,0,1,-1,1,2,1,1,1
"3","3","FC Augsburg - FC Ingolstadt","FC Augsburg","FC Ingolstadt","0:1","2:0","Kryztianov",0,0,0,1,-1,1,2,0,2,2
"3","3","FC Augsburg - FC Ingolstadt","FC Augsburg","FC Ingolstadt","0:1","2:1","GesuSan",0,0,0,1,-1,1,2,1,1,1
"3","3","FC Augsburg - FC Ingolstadt","FC Augsburg","FC Ingolstadt","0:1","3:1","AJ",0,0,0,1,-1,1,3,1,2,2
"3","3","FC Augsburg - FC Ingolstadt","FC Augsburg","FC Ingolstadt","0:1","2:1","Chris",0,0,0,1,-1,1,2,1,1,1
"3","3","FC Augsburg - FC Ingolstadt","FC Augsburg","FC Ingolstadt","0:1","1:0","phil4delphia",0,0,0,1,-1,1,1,0,1,1
"3","3","FC Augsburg - FC Ingolstadt","FC Augsburg","FC Ingolstadt","0:1","2:2","BastiS.",0,0,0,1,-1,1,2,2,0,0
"3","3","FC Augsburg - FC Ingolstadt","FC Augsburg","FC Ingolstadt","0:1","2:1","Schmonkey",0,0,0,1,-1,1,2,1,1,1
"4","3","Hannover 96 - Borussia Dortmund","Hannover 96","Borussia Dortmund","2:4","0:2","Marc",3,3,2,4,-2,2,0,2,-2,2
"4","3","Hannover 96 - Borussia Dortmund","Hannover 96","Borussia Dortmund","2:4","0:2","GesuSan",3,3,2,4,-2,2,0,2,-2,2
"4","3","Hannover 96 - Borussia Dortmund","Hannover 96","Borussia Dortmund","2:4","0:2","AJ",3,3,2,4,-2,2,0,2,-2,2
"4","3","Hannover 96 - Borussia Dortmund","Hannover 96","Borussia Dortmund","2:4","0:2","Kryztianov",3,3,2,4,-2,2,0,2,-2,2
"4","3","Hannover 96 - Borussia Dortmund","Hannover 96","Borussia Dortmund","2:4","0:3","Chris",2,2,2,4,-2,2,0,3,-3,3
"4","3","Hannover 96 - Borussia Dortmund","Hannover 96","Borussia Dortmund","2:4","0:3","BastiS.",2,2,2,4,-2,2,0,3,-3,3
"4","3","Hannover 96 - Borussia Dortmund","Hannover 96","Borussia Dortmund","2:4","1:3","phil4delphia",3,3,2,4,-2,2,1,3,-2,2
"4","3","Hannover 96 - Borussia Dortmund","Hannover 96","Borussia Dortmund","2:4","0:3","Schmonkey",2,2,2,4,-2,2,0,3,-3,3
"5","3","1. FC Köln - Bor. Mönchengladbach","1. FC Köln","Bor. Mönchengladbach","1:0","1:0","GesuSan",4,4,1,0,1,1,1,0,1,1
"5","3","1. FC Köln - Bor. Mönchengladbach","1. FC Köln","Bor. Mönchengladbach","1:0","1:1","Kryztianov",0,0,1,0,1,1,1,1,0,0
"5","3","1. FC Köln - Bor. Mönchengladbach","1. FC Köln","Bor. Mönchengladbach","1:0","2:0","Marc",2,2,1,0,1,1,2,0,2,2
"5","3","1. FC Köln - Bor. Mönchengladbach","1. FC Köln","Bor. Mönchengladbach","1:0","2:2","Chris",0,0,1,0,1,1,2,2,0,0
"5","3","1. FC Köln - Bor. Mönchengladbach","1. FC Köln","Bor. Mönchengladbach","1:0","1:1","AJ",0,0,1,0,1,1,1,1,0,0
"5","3","1. FC Köln - Bor. Mönchengladbach","1. FC Köln","Bor. Mönchengladbach","1:0","0:0","phil4delphia",0,0,1,0,1,1,0,0,0,0
"5","3","1. FC Köln - Bor. Mönchengladbach","1. FC Köln","Bor. Mönchengladbach","1:0","2:2","BastiS.",0,0,1,0,1,1,2,2,0,0
"5","3","1. FC Köln - Bor. Mönchengladbach","1. FC Köln","Bor. Mönchengladbach","1:0","1:0","Schmonkey",4,4,1,0,1,1,1,0,1,1
"6","3","FC Ingolstadt - Hamburger SV","FC Ingolstadt","Hamburger SV","0:1","1:0","GesuSan",0,0,0,1,-1,1,1,0,1,1
"6","3","FC Ingolstadt - Hamburger SV","FC Ingolstadt","Hamburger SV","0:1","2:1","Chris",0,0,0,1,-1,1,2,1,1,1
"6","3","FC Ingolstadt - Hamburger SV","FC Ingolstadt","Hamburger SV","0:1","1:1","Kryztianov",0,0,0,1,-1,1,1,1,0,0
"6","3","FC Ingolstadt - Hamburger SV","FC Ingolstadt","Hamburger SV","0:1","1:0","Marc",0,0,0,1,-1,1,1,0,1,1
"6","3","FC Ingolstadt - Hamburger SV","FC Ingolstadt","Hamburger SV","0:1","1:0","AJ",0,0,0,1,-1,1,1,0,1,1
"6","3","FC Ingolstadt - Hamburger SV","FC Ingolstadt","Hamburger SV","0:1","0:2","Schmonkey",2,2,0,1,-1,1,0,2,-2,2
"6","3","FC Ingolstadt - Hamburger SV","FC Ingolstadt","Hamburger SV","0:1","1:0","phil4delphia",0,0,0,1,-1,1,1,0,1,1
"6","3","FC Ingolstadt - Hamburger SV","FC Ingolstadt","Hamburger SV","0:1","1:2","BastiS.",3,3,0,1,-1,1,1,2,-1,1
"7","3","VfL Wolfsburg - Hannover 96","VfL Wolfsburg","Hannover 96","1:1","2:0","GesuSan",0,0,1,1,0,0,2,0,2,2
"7","3","VfL Wolfsburg - Hannover 96","VfL Wolfsburg","Hannover 96","1:1","2:1","Chris",0,0,1,1,0,0,2,1,1,1
"7","3","VfL Wolfsburg - Hannover 96","VfL Wolfsburg","Hannover 96","1:1","2:0","Marc",0,0,1,1,0,0,2,0,2,2
"7","3","VfL Wolfsburg - Hannover 96","VfL Wolfsburg","Hannover 96","1:1","3:0","Kryztianov",0,0,1,1,0,0,3,0,3,3
"7","3","VfL Wolfsburg - Hannover 96","VfL Wolfsburg","Hannover 96","1:1","3:0","AJ",0,0,1,1,0,0,3,0,3,3
"7","3","VfL Wolfsburg - Hannover 96","VfL Wolfsburg","Hannover 96","1:1","2:0","BastiS.",0,0,1,1,0,0,2,0,2,2
"7","3","VfL Wolfsburg - Hannover 96","VfL Wolfsburg","Hannover 96","1:1","2:0","Schmonkey",0,0,1,1,0,0,2,0,2,2
"7","3","VfL Wolfsburg - Hannover 96","VfL Wolfsburg","Hannover 96","1:1","3:0","phil4delphia",0,0,1,1,0,0,3,0,3,3
"8","3","FC Ingolstadt - Eintracht Frankfurt","FC Ingolstadt","Eintracht Frankfurt","2:0","1:0","GesuSan",2,2,2,0,2,2,1,0,1,1
"8","3","FC Ingolstadt - Eintracht Frankfurt","FC Ingolstadt","Eintracht Frankfurt","2:0","0:1","Marc",0,0,2,0,2,2,0,1,-1,1
"8","3","FC Ingolstadt - Eintracht Frankfurt","FC Ingolstadt","Eintracht Frankfurt","2:0","2:1","Chris",2,2,2,0,2,2,2,1,1,1
"8","3","FC Ingolstadt - Eintracht Frankfurt","FC Ingolstadt","Eintracht Frankfurt","2:0","1:2","Kryztianov",0,0,2,0,2,2,1,2,-1,1
"8","3","FC Ingolstadt - Eintracht Frankfurt","FC Ingolstadt","Eintracht Frankfurt","2:0","1:0","Schmonkey",2,2,2,0,2,2,1,0,1,1
"8","3","FC Ingolstadt - Eintracht Frankfurt","FC Ingolstadt","Eintracht Frankfurt","2:0","0:1","AJ",0,0,2,0,2,2,0,1,-1,1
"8","3","FC Ingolstadt - Eintracht Frankfurt","FC Ingolstadt","Eintracht Frankfurt","2:0","0:0","phil4delphia",0,0,2,0,2,2,0,0,0,0
"8","3","FC Ingolstadt - Eintracht Frankfurt","FC Ingolstadt","Eintracht Frankfurt","2:0","1:2","BastiS.",0,0,2,0,2,2,1,2,-1,1
"9","3","VfL Wolfsburg - 1899 Hoffenheim","VfL Wolfsburg","1899 Hoffenheim","4:2","2:0","GesuSan",3,3,4,2,2,2,2,0,2,2
"9","3","VfL Wolfsburg - 1899 Hoffenheim","VfL Wolfsburg","1899 Hoffenheim","4:2","2:0","Marc",3,3,4,2,2,2,2,0,2,2
"9","3","VfL Wolfsburg - 1899 Hoffenheim","VfL Wolfsburg","1899 Hoffenheim","4:2","1:0","Chris",2,2,4,2,2,2,1,0,1,1
"9","3","VfL Wolfsburg - 1899 Hoffenheim","VfL Wolfsburg","1899 Hoffenheim","4:2","1:0","Schmonkey",2,2,4,2,2,2,1,0,1,1
"9","3","VfL Wolfsburg - 1899 Hoffenheim","VfL Wolfsburg","1899 Hoffenheim","4:2","2:0","Kryztianov",3,3,4,2,2,2,2,0,2,2
"9","3","VfL Wolfsburg - 1899 Hoffenheim","VfL Wolfsburg","1899 Hoffenheim","4:2","1:0","AJ",2,2,4,2,2,2,1,0,1,1
"9","3","VfL Wolfsburg - 1899 Hoffenheim","VfL Wolfsburg","1899 Hoffenheim","4:2","2:1","phil4delphia",2,2,4,2,2,2,2,1,1,1
"9","3","VfL Wolfsburg - 1899 Hoffenheim","VfL Wolfsburg","1899 Hoffenheim","4:2","3:1","BastiS.",3,3,4,2,2,2,3,1,2,2
"10","3","SV Darmstadt 98 - VfL Wolfsburg","SV Darmstadt 98","VfL Wolfsburg","0:1","1:2","GesuSan",3,3,0,1,-1,1,1,2,-1,1
"10","3","SV Darmstadt 98 - VfL Wolfsburg","SV Darmstadt 98","VfL Wolfsburg","0:1","0:1","Chris",4,4,0,1,-1,1,0,1,-1,1
"10","3","SV Darmstadt 98 - VfL Wolfsburg","SV Darmstadt 98","VfL Wolfsburg","0:1","1:3","Marc",2,2,0,1,-1,1,1,3,-2,2
"10","3","SV Darmstadt 98 - VfL Wolfsburg","SV Darmstadt 98","VfL Wolfsburg","0:1","1:2","Schmonkey",3,3,0,1,-1,1,1,2,-1,1
"10","3","SV Darmstadt 98 - VfL Wolfsburg","SV Darmstadt 98","VfL Wolfsburg","0:1","0:2","Kryztianov",2,2,0,1,-1,1,0,2,-2,2
"10","3","SV Darmstadt 98 - VfL Wolfsburg","SV Darmstadt 98","VfL Wolfsburg","0:1","1:1","AJ",0,0,0,1,-1,1,1,1,0,0
"10","3","SV Darmstadt 98 - VfL Wolfsburg","SV Darmstadt 98","VfL Wolfsburg","0:1","1:2","BastiS.",3,3,0,1,-1,1,1,2,-1,1
"10","3","SV Darmstadt 98 - VfL Wolfsburg","SV Darmstadt 98","VfL Wolfsburg","0:1","1:1","phil4delphia",0,0,0,1,-1,1,1,1,0,0
"11","3","FC Augsburg - FSV Mainz 05","FC Augsburg","FSV Mainz 05","3:3","1:2","GesuSan",0,0,3,3,0,0,1,2,-1,1
"11","3","FC Augsburg - FSV Mainz 05","FC Augsburg","FSV Mainz 05","3:3","2:1","Marc",0,0,3,3,0,0,2,1,1,1
"11","3","FC Augsburg - FSV Mainz 05","FC Augsburg","FSV Mainz 05","3:3","0:1","Schmonkey",0,0,3,3,0,0,0,1,-1,1
"11","3","FC Augsburg - FSV Mainz 05","FC Augsburg","FSV Mainz 05","3:3","1:1","Chris",2,2,3,3,0,0,1,1,0,0
"11","3","FC Augsburg - FSV Mainz 05","FC Augsburg","FSV Mainz 05","3:3","1:1","Kryztianov",2,2,3,3,0,0,1,1,0,0
"11","3","FC Augsburg - FSV Mainz 05","FC Augsburg","FSV Mainz 05","3:3","1:1","AJ",2,2,3,3,0,0,1,1,0,0
"11","3","FC Augsburg - FSV Mainz 05","FC Augsburg","FSV Mainz 05","3:3","1:0","phil4delphia",0,0,3,3,0,0,1,0,1,1
"11","3","FC Augsburg - FSV Mainz 05","FC Augsburg","FSV Mainz 05","3:3","2:2","BastiS.",2,2,3,3,0,0,2,2,0,0
"12","3","FC Bayern München - VfB Stuttgart","FC Bayern München","VfB Stuttgart","4:0","4:0","GesuSan",4,4,4,0,4,4,4,0,4,4
"12","3","FC Bayern München - VfB Stuttgart","FC Bayern München","VfB Stuttgart","4:0","3:0","Marc",2,2,4,0,4,4,3,0,3,3
"12","3","FC Bayern München - VfB Stuttgart","FC Bayern München","VfB Stuttgart","4:0","6:0","Schmonkey",2,2,4,0,4,4,6,0,6,6
"12","3","FC Bayern München - VfB Stuttgart","FC Bayern München","VfB Stuttgart","4:0","4:1","Chris",2,2,4,0,4,4,4,1,3,3
"12","3","FC Bayern München - VfB Stuttgart","FC Bayern München","VfB Stuttgart","4:0","3:0","Kryztianov",2,2,4,0,4,4,3,0,3,3
"12","3","FC Bayern München - VfB Stuttgart","FC Bayern München","VfB Stuttgart","4:0","4:0","AJ",4,4,4,0,4,4,4,0,4,4
"12","3","FC Bayern München - VfB Stuttgart","FC Bayern München","VfB Stuttgart","4:0","4:0","phil4delphia",4,4,4,0,4,4,4,0,4,4
"12","3","FC Bayern München - VfB Stuttgart","FC Bayern München","VfB Stuttgart","4:0","5:0","BastiS.",2,2,4,0,4,4,5,0,5,5
"13","3","Eintracht Frankfurt - Bayer 04 Leverkusen","Eintracht Frankfurt","Bayer 04 Leverkusen","1:3","0:1","GesuSan",2,2,1,3,-2,2,0,1,-1,1
"13","3","Eintracht Frankfurt - Bayer 04 Leverkusen","Eintracht Frankfurt","Bayer 04 Leverkusen","1:3","1:2","Schmonkey",2,2,1,3,-2,2,1,2,-1,1
"13","3","Eintracht Frankfurt - Bayer 04 Leverkusen","Eintracht Frankfurt","Bayer 04 Leverkusen","1:3","1:2","Marc",2,2,1,3,-2,2,1,2,-1,1
"13","3","Eintracht Frankfurt - Bayer 04 Leverkusen","Eintracht Frankfurt","Bayer 04 Leverkusen","1:3","1:0","Chris",0,0,1,3,-2,2,1,0,1,1
"13","3","Eintracht Frankfurt - Bayer 04 Leverkusen","Eintracht Frankfurt","Bayer 04 Leverkusen","1:3","1:1","Kryztianov",0,0,1,3,-2,2,1,1,0,0
"13","3","Eintracht Frankfurt - Bayer 04 Leverkusen","Eintracht Frankfurt","Bayer 04 Leverkusen","1:3","2:2","AJ",0,0,1,3,-2,2,2,2,0,0
"13","3","Eintracht Frankfurt - Bayer 04 Leverkusen","Eintracht Frankfurt","Bayer 04 Leverkusen","1:3","1:1","phil4delphia",0,0,1,3,-2,2,1,1,0,0
"13","3","Eintracht Frankfurt - Bayer 04 Leverkusen","Eintracht Frankfurt","Bayer 04 Leverkusen","1:3","1:3","BastiS.",4,4,1,3,-2,2,1,3,-2,2
"14","3","1899 Hoffenheim - Bor. Mönchengladbach","1899 Hoffenheim","Bor. Mönchengladbach","3:3","0:2","GesuSan",0,0,3,3,0,0,0,2,-2,2
"14","3","1899 Hoffenheim - Bor. Mönchengladbach","1899 Hoffenheim","Bor. Mönchengladbach","3:3","0:3","Schmonkey",0,0,3,3,0,0,0,3,-3,3
"14","3","1899 Hoffenheim - Bor. Mönchengladbach","1899 Hoffenheim","Bor. Mönchengladbach","3:3","1:2","Marc",0,0,3,3,0,0,1,2,-1,1
"14","3","1899 Hoffenheim - Bor. Mönchengladbach","1899 Hoffenheim","Bor. Mönchengladbach","3:3","1:3","Chris",0,0,3,3,0,0,1,3,-2,2
"14","3","1899 Hoffenheim - Bor. Mönchengladbach","1899 Hoffenheim","Bor. Mönchengladbach","3:3","1:3","phil4delphia",0,0,3,3,0,0,1,3,-2,2
"14","3","1899 Hoffenheim - Bor. Mönchengladbach","1899 Hoffenheim","Bor. Mönchengladbach","3:3","0:2","Kryztianov",0,0,3,3,0,0,0,2,-2,2
"14","3","1899 Hoffenheim - Bor. Mönchengladbach","1899 Hoffenheim","Bor. Mönchengladbach","3:3","0:2","AJ",0,0,3,3,0,0,0,2,-2,2
"14","3","1899 Hoffenheim - Bor. Mönchengladbach","1899 Hoffenheim","Bor. Mönchengladbach","3:3","1:3","BastiS.",0,0,3,3,0,0,1,3,-2,2
